Date,County.Name,Partially.Vaccinated,Fully.Vaccinated,First.Booster.Dose,Second.Booster.Dose,Bivalent.Booster.1
2023-01-09,Bucks,21,13,NA,NA,352
2022-08-18,McKean,NA,2,1,5,NA
2021-05-10,Washington,147,539,NA,NA,NA
2021-05-08,York,1063,1401,NA,NA,NA
2021-07-18,Delaware,178,174,NA,NA,NA
2021-09-17,Wayne,36,41,18,NA,NA
2021-08-20,Lawrence,71,69,25,NA,NA
2021-08-13,Clearfield,56,58,2,NA,NA
2023-06-08,Lancaster,1,NA,NA,NA,29
2022-09-26,Westmoreland,16,15,2,NA,769
2022-12-13,Perry,2,3,NA,NA,32
2022-10-27,Snyder,1,NA,NA,NA,57
2021-04-12,Snyder,42,92,NA,NA,NA
2022-01-29,Delaware,167,110,232,NA,NA
2021-12-04,Crawford,150,230,499,NA,NA
2022-07-27,Butler,105,77,48,125,NA
2023-05-25,Adams,NA,NA,NA,NA,1
2021-01-22,Snyder,352,5,NA,NA,NA
2021-04-30,Blair,272,252,NA,NA,NA
2021-05-03,Wyoming,48,45,NA,NA,NA
2022-04-18,Beaver,14,45,26,143,NA
2022-08-22,Washington,25,20,26,23,NA
2020-12-18,Lackawanna,139,NA,NA,NA,NA
2022-04-24,Philadelphia,92,111,131,257,NA
2021-11-08,Carbon,89,21,377,NA,NA
2022-06-24,Philadelphia,459,185,247,414,NA
2022-10-19,Centre,17,11,NA,NA,390
2021-01-30,Carbon,277,17,NA,NA,NA
2022-11-03,Lancaster,19,16,NA,NA,1060
2021-11-28,Blair,63,31,76,NA,NA
2022-05-05,Luzerne,28,52,51,342,NA
2021-09-02,Adams,50,61,16,NA,NA
2023-02-13,Crawford,NA,2,NA,NA,4
2021-03-26,Lawrence,338,166,NA,NA,NA
2021-08-06,Westmoreland,350,185,NA,NA,NA
2022-02-25,Berks,104,126,201,NA,NA
2023-02-09,Montgomery,28,25,NA,NA,185
2021-10-05,Venango,48,25,242,NA,NA
2021-04-12,Columbia,175,326,NA,NA,NA
2021-11-30,Franklin,117,105,368,NA,NA
2023-05-18,Montour,NA,NA,NA,NA,4
2021-05-24,Wayne,38,38,NA,NA,NA
2021-11-09,Adams,87,47,396,NA,NA
2022-08-01,Lancaster,93,50,72,152,NA
2022-06-14,Chester,84,72,172,194,NA
2021-07-16,Luzerne,255,290,NA,NA,NA
2022-06-19,Philadelphia,50,54,59,92,NA
2021-09-06,Montgomery,127,181,57,NA,NA
2021-04-13,Armstrong,235,187,NA,NA,NA
2022-08-21,Fayette,4,1,2,4,NA
2021-12-30,Lycoming,119,105,232,NA,NA
2021-09-14,Berks,306,352,39,NA,NA
2022-01-25,Luzerne,148,182,335,NA,NA
2023-03-16,Centre,7,NA,NA,NA,14
2022-02-09,Beaver,34,45,34,NA,NA
2022-06-21,Perry,3,3,NA,10,NA
2022-12-03,Dauphin,8,3,NA,NA,229
2022-05-14,Philadelphia,128,164,231,440,NA
2023-06-05,Butler,NA,1,NA,NA,12
2021-07-06,York,204,319,NA,NA,NA
2023-06-01,Schuylkill,NA,NA,NA,NA,9
2021-02-17,Juniata,12,79,NA,NA,NA
2022-02-02,Lehigh,129,224,356,NA,NA
2021-02-06,Lancaster,2375,597,NA,NA,NA
2021-05-14,Mercer,239,371,NA,NA,NA
2023-05-23,Blair,NA,NA,NA,NA,2
2022-11-26,Bucks,2,7,NA,NA,561
2021-03-17,Dauphin,1410,891,NA,NA,NA
2023-05-29,Schuylkill,NA,NA,NA,NA,2
2021-10-19,Snyder,17,6,57,NA,NA
2022-10-26,Schuylkill,6,7,NA,NA,309
2021-12-13,Lebanon,141,121,398,NA,NA
2021-04-04,Delaware,554,692,NA,NA,NA
2021-06-08,Somerset,47,101,NA,NA,NA
2021-03-12,Wayne,176,307,NA,NA,NA
2022-05-07,Philadelphia,130,144,169,289,NA
2022-09-13,Chester,63,67,17,NA,1127
2021-02-19,Bucks,826,1546,NA,NA,NA
2020-12-29,Monroe,136,NA,NA,NA,NA
2023-06-02,Lancaster,NA,NA,NA,NA,16
2021-09-19,Washington,74,70,6,NA,NA
2021-01-26,Dauphin,516,403,NA,NA,NA
2023-06-07,Potter,NA,NA,NA,NA,1
2020-12-19,Lehigh,394,NA,NA,NA,NA
2021-11-18,Cameron,1,2,19,NA,NA
2021-12-07,Juniata,16,12,53,NA,NA
2022-09-23,Chester,72,72,12,NA,1682
2022-10-31,Bucks,16,8,NA,NA,1314
2023-04-02,Berks,NA,1,NA,NA,3
2022-01-29,Bucks,113,90,195,NA,NA
2020-12-19,Luzerne,139,NA,NA,NA,NA
2023-01-27,Berks,7,4,NA,NA,83
2022-04-20,Butler,22,31,51,304,NA
2021-09-20,Chester,211,276,119,NA,NA
2021-10-23,Venango,31,17,83,NA,NA
2021-04-03,Northumberland,170,108,NA,NA,NA
2021-04-15,Wyoming,150,134,NA,NA,NA
2022-03-17,Northampton,29,30,62,NA,NA
2022-11-05,Centre,2,2,NA,NA,142
2022-03-27,Delaware,35,33,60,NA,NA
2022-06-18,Northampton,27,8,18,35,NA
2021-12-06,York,408,268,1443,NA,NA
2022-04-02,Cumberland,42,60,43,186,NA
2022-01-20,Bucks,438,320,777,NA,NA
2021-04-04,Somerset,13,32,NA,NA,NA
2021-06-01,Montour,24,18,NA,NA,NA
2022-08-16,Westmoreland,47,28,33,120,NA
2022-11-24,Lackawanna,NA,1,NA,NA,1
2021-02-16,Snyder,99,65,NA,NA,NA
2023-05-26,Northumberland,NA,NA,NA,NA,4
2022-09-16,Berks,25,18,7,NA,622
2021-11-10,Beaver,187,79,381,NA,NA
2022-12-20,Chester,18,33,NA,NA,628
2022-08-17,Montgomery,200,160,171,133,NA
2021-06-11,Huntingdon,42,94,NA,NA,NA
2022-05-16,Union,4,3,2,37,NA
2021-11-19,Fayette,203,57,639,NA,NA
2021-05-19,Wayne,88,168,NA,NA,NA
2022-01-16,Butler,54,36,103,NA,NA
2023-03-08,Monroe,3,2,NA,NA,28
2022-02-23,Washington,25,60,50,NA,NA
2021-05-19,Westmoreland,827,1182,NA,NA,NA
2022-07-16,Philadelphia,170,180,153,264,NA
2021-10-26,Adams,66,52,238,NA,NA
2022-08-02,Delaware,147,149,112,210,NA
2021-12-17,Potter,30,8,52,NA,NA
2022-04-01,Mifflin,2,5,7,30,NA
2022-05-10,Erie,39,45,44,238,NA
2022-05-26,Jefferson,2,5,5,16,NA
2021-12-31,Crawford,30,17,50,NA,NA
2023-06-05,Schuylkill,NA,NA,NA,NA,6
2021-12-03,Cameron,5,3,7,NA,NA
2021-05-31,Erie,135,80,NA,NA,NA
2021-05-20,Indiana,122,151,NA,NA,NA
2022-03-02,Chester,134,165,141,NA,NA
2023-05-19,Blair,NA,NA,NA,NA,5
2021-05-01,Clarion,8,53,NA,NA,NA
2022-07-23,Montour,1,1,1,3,NA
2021-12-03,Lycoming,176,126,475,NA,NA
2021-03-18,Perry,256,116,NA,NA,NA
2022-09-05,Allegheny,1,8,3,NA,20
2021-02-25,Bucks,2387,2075,NA,NA,NA
2021-02-08,Franklin,481,160,NA,NA,NA
2023-06-02,Montour,NA,1,NA,NA,1
2021-09-03,Lackawanna,164,245,173,NA,NA
2021-02-14,Centre,114,78,NA,NA,NA
2023-05-28,Schuylkill,NA,NA,NA,NA,4
2023-06-05,Lebanon,NA,NA,NA,NA,11
2022-10-28,Bedford,NA,1,NA,NA,48
2022-04-04,Crawford,11,13,19,66,NA
2021-01-22,Bradford,364,4,NA,NA,NA
2022-09-06,Wayne,NA,1,NA,NA,11
2022-03-08,Lehigh,33,42,63,NA,NA
2021-02-24,Cambria,516,564,NA,NA,NA
2021-01-30,Perry,106,12,NA,NA,NA
2021-09-25,Philadelphia,1011,933,605,NA,NA
2022-10-10,Washington,7,10,4,NA,439
2022-10-30,Butler,1,NA,NA,NA,68
2021-10-25,Berks,302,213,1254,NA,NA
2023-05-27,Butler,NA,NA,NA,NA,2
2021-04-20,Northumberland,278,516,NA,NA,NA
2023-06-05,Adams,NA,NA,NA,NA,8
2021-08-03,Cumberland,231,128,NA,NA,NA
2023-06-10,Westmoreland,NA,NA,NA,NA,1
2023-06-07,Wyoming,NA,NA,NA,NA,1
2021-06-01,Pike,73,116,NA,NA,NA
2022-10-01,Dauphin,2,9,2,NA,282
2021-08-06,Lancaster,441,392,NA,NA,NA
2022-04-27,Centre,20,17,15,120,NA
2021-06-10,Washington,150,640,NA,NA,NA
2022-06-07,Perry,2,2,5,13,NA
2023-06-04,Lawrence,NA,NA,NA,NA,2
2021-10-30,Wyoming,18,12,67,NA,NA
2022-10-16,Philadelphia,100,102,134,NA,587
2022-05-06,Columbia,4,7,9,79,NA
2021-11-10,Wayne,107,41,396,NA,NA
2021-08-08,Lawrence,81,21,NA,NA,NA
2022-06-29,Centre,40,8,16,51,NA
2021-02-08,Butler,1255,430,NA,NA,NA
2021-04-20,Allegheny,7677,8350,NA,NA,NA
2023-02-23,Philadelphia,105,88,85,NA,189
2022-05-25,Schuylkill,16,13,28,145,NA
2021-06-04,Westmoreland,297,902,NA,NA,NA
2022-02-22,Lycoming,27,47,53,NA,NA
2021-09-29,Union,31,51,51,NA,NA
2022-07-08,Delaware,171,70,121,169,NA
2021-02-24,Cameron,40,39,NA,NA,NA
2022-11-09,York,22,17,NA,NA,624
2022-01-08,Tioga,14,7,21,NA,NA
2022-01-04,Columbia,65,53,128,NA,NA
2021-12-18,Pike,38,18,41,NA,NA
2023-06-12,Jefferson,NA,NA,NA,NA,1
2021-06-01,Somerset,67,127,NA,NA,NA
2021-12-28,Centre,177,66,428,NA,NA
2023-01-19,Washington,3,1,NA,NA,68
2021-09-09,Washington,133,144,58,NA,NA
2021-10-16,Crawford,62,33,527,NA,NA
2021-12-08,Union,42,41,206,NA,NA
2022-03-09,Cambria,15,16,29,NA,NA
2021-02-14,Luzerne,557,383,NA,NA,NA
2022-09-25,Montgomery,7,17,5,NA,821
2022-10-11,Dauphin,18,8,NA,NA,587
2022-05-09,Washington,29,26,43,205,NA
2021-04-30,Somerset,121,435,NA,NA,NA
2022-02-05,York,127,186,198,NA,NA
2021-07-01,Northampton,143,201,NA,NA,NA
2023-05-22,Washington,NA,NA,NA,NA,11
2021-03-30,Centre,491,339,NA,NA,NA
2023-02-07,Luzerne,11,1,NA,NA,44
2021-05-05,Mercer,167,757,NA,NA,NA
2021-03-24,Armstrong,350,216,NA,NA,NA
2021-10-21,Northampton,115,83,433,NA,NA
2023-05-11,Berks,NA,NA,NA,NA,52
2021-02-18,Chester,506,199,NA,NA,NA
2021-11-08,Mercer,101,37,283,NA,NA
2021-01-07,Crawford,103,177,NA,NA,NA
2022-10-05,Clearfield,6,2,NA,NA,154
2022-02-12,Fayette,21,29,21,NA,NA
2021-07-21,Chester,339,299,NA,NA,NA
2023-05-22,Fayette,NA,NA,NA,NA,2
2021-01-02,Schuylkill,110,NA,NA,NA,NA
2022-08-22,Lebanon,21,10,10,14,NA
2021-06-09,Westmoreland,223,625,NA,NA,NA
2021-12-22,Lebanon,116,85,303,NA,NA
2021-05-24,Northampton,534,1050,NA,NA,NA
2022-11-02,York,6,14,NA,NA,981
2022-04-29,Luzerne,48,52,59,351,NA
2021-02-26,Lackawanna,883,1606,NA,NA,NA
2021-03-31,Wyoming,271,94,NA,NA,NA
2021-01-04,Lawrence,36,NA,NA,NA,NA
2023-06-04,Beaver,NA,NA,NA,NA,3
2023-01-15,Philadelphia,40,17,43,NA,126
2021-03-23,Snyder,202,51,NA,NA,NA
2022-12-16,Lackawanna,2,NA,NA,NA,94
2021-04-20,Lebanon,310,491,NA,NA,NA
2022-12-17,Dauphin,2,5,NA,NA,167
2022-11-17,Northampton,17,12,NA,NA,376
2022-08-01,Beaver,16,8,14,46,NA
2021-04-15,Beaver,551,1474,NA,NA,NA
2022-01-22,Lehigh,254,137,529,NA,NA
2022-09-12,Beaver,6,11,3,NA,167
2022-05-05,Blair,12,33,19,121,NA
2021-07-02,Centre,48,94,NA,NA,NA
2022-08-29,Lehigh,56,30,24,47,NA
2022-05-24,Butler,13,22,40,228,NA
2023-05-21,Bucks,NA,NA,NA,NA,11
2021-07-27,Chester,447,296,NA,NA,NA
2021-06-02,Clinton,29,71,NA,NA,NA
2023-02-16,Cambria,NA,1,NA,NA,13
2021-10-27,Union,17,30,124,NA,NA
2021-06-07,Schuylkill,116,402,NA,NA,NA
2022-05-13,York,54,63,95,342,NA
2023-04-04,Montgomery,13,5,NA,NA,90
2021-04-29,Armstrong,166,314,NA,NA,NA
2021-11-06,Lackawanna,331,40,448,NA,NA
2021-11-16,Clarion,39,29,83,NA,NA
2023-05-26,Clearfield,NA,NA,NA,NA,3
2023-06-06,Jefferson,NA,NA,NA,NA,1
2023-04-05,Jefferson,1,NA,NA,NA,2
2021-04-11,Lycoming,99,1135,NA,NA,NA
2022-11-19,Allegheny,13,15,NA,NA,1197
2023-06-09,York,NA,NA,NA,NA,25
2021-03-17,York,1667,1956,NA,NA,NA
2022-10-17,Beaver,7,13,NA,NA,337
2021-11-06,Erie,196,56,402,NA,NA
2022-10-10,Adams,2,3,NA,NA,207
2022-07-29,Berks,62,55,59,145,NA
2022-01-01,Berks,56,19,135,NA,NA
2021-12-18,Erie,153,100,364,NA,NA
2023-05-30,Juniata,NA,NA,NA,NA,1
2022-01-16,Schuylkill,36,32,84,NA,NA
2021-08-30,Montour,15,11,2,NA,NA
2023-05-05,Columbia,1,NA,NA,NA,4
2023-04-03,Montgomery,19,14,NA,NA,85
2021-03-30,Mercer,205,332,NA,NA,NA
2022-12-12,Butler,4,3,NA,NA,175
2021-05-01,Butler,231,282,NA,NA,NA
2023-05-28,Centre,NA,1,NA,NA,3
2022-10-01,Warren,NA,NA,NA,NA,21
2023-06-05,Tioga,NA,NA,NA,NA,1
2022-02-21,Lancaster,89,142,169,NA,NA
2023-06-09,Carbon,NA,NA,NA,NA,3
2021-08-25,Lehigh,555,429,161,NA,NA
2023-06-03,Schuylkill,NA,NA,NA,NA,2
2021-01-11,Westmoreland,659,667,NA,NA,NA
2021-05-18,Clarion,67,58,NA,NA,NA
2021-12-27,Northumberland,75,56,198,NA,NA
2021-04-15,Indiana,900,321,NA,NA,NA
2022-06-21,Fayette,7,15,21,48,NA
2021-06-18,Northumberland,91,162,NA,NA,NA
2021-05-05,Dauphin,830,2243,NA,NA,NA
2021-08-05,Montour,11,4,NA,NA,NA
2022-11-18,Northampton,12,10,NA,NA,496
2022-10-07,Erie,10,17,4,NA,973
2021-12-10,Huntingdon,35,59,295,NA,NA
2023-03-28,Chester,8,11,NA,NA,49
2021-06-14,Montgomery,524,1617,NA,NA,NA
2023-06-01,Lackawanna,NA,NA,NA,NA,9
2023-05-23,Lehigh,NA,NA,NA,NA,53
2021-06-08,Schuylkill,122,297,NA,NA,NA
2021-08-18,Adams,87,100,14,NA,NA
2021-09-24,Bucks,447,452,626,NA,NA
2022-05-06,Lehigh,52,63,94,423,NA
2023-06-04,Cambria,NA,NA,NA,NA,1
2021-10-30,McKean,28,5,67,NA,NA
2022-12-07,Bradford,NA,NA,NA,NA,28
2021-01-17,Centre,15,18,NA,NA,NA
2023-05-26,Armstrong,NA,NA,NA,NA,1
2021-11-18,McKean,90,27,174,NA,NA
2021-07-29,Berks,387,284,NA,NA,NA
2023-05-23,Erie,NA,NA,NA,NA,8
2021-05-05,Butler,345,775,NA,NA,NA
2023-05-30,Carbon,NA,NA,NA,NA,5
2021-12-13,Dauphin,342,224,884,NA,NA
2022-04-25,Allegheny,159,245,262,1188,NA
2022-10-09,York,3,NA,NA,NA,172
2021-01-06,York,593,59,NA,NA,NA
2021-01-19,Mercer,167,199,NA,NA,NA
2023-05-15,Lawrence,NA,NA,NA,NA,2
2021-10-30,Cameron,1,2,84,NA,NA
2021-10-29,Mercer,101,56,331,NA,NA
2022-01-07,McKean,47,27,167,NA,NA
2021-02-05,Bucks,2185,1165,NA,NA,NA
2021-03-22,Lackawanna,801,197,NA,NA,NA
2022-04-15,Carbon,4,9,23,61,NA
2021-11-11,Northampton,548,96,725,NA,NA
2021-05-29,Delaware,484,799,NA,NA,NA
2023-06-02,Columbia,NA,NA,NA,NA,3
2023-05-24,Erie,NA,NA,NA,NA,11
2023-05-29,Cumberland,NA,NA,NA,NA,1
2022-09-22,Lawrence,1,5,NA,NA,116
2021-11-19,Wayne,90,47,268,NA,NA
2021-01-13,Venango,174,43,NA,NA,NA
2021-07-05,Fayette,28,57,NA,NA,NA
2022-11-18,Centre,9,2,NA,NA,318
2021-12-24,Lackawanna,67,54,432,NA,NA
2022-01-12,Monroe,191,98,348,NA,NA
2021-04-26,Clinton,31,79,NA,NA,NA
2023-03-02,Adams,NA,1,NA,NA,19
2021-02-12,Luzerne,930,801,NA,NA,NA
2021-06-08,Erie,329,1110,NA,NA,NA
2022-08-14,Delaware,38,18,18,24,NA
2021-05-20,Fayette,283,506,NA,NA,NA
2021-06-11,Northumberland,117,208,NA,NA,NA
2021-05-25,Columbia,66,128,NA,NA,NA
2022-12-28,Delaware,18,26,NA,NA,448
2021-06-19,Snyder,18,27,NA,NA,NA
2021-12-07,Northumberland,69,37,248,NA,NA
2022-10-16,Butler,3,NA,NA,NA,125
2021-01-10,Allegheny,835,638,NA,NA,NA
2021-02-12,Union,97,82,NA,NA,NA
2021-05-14,Monroe,631,802,NA,NA,NA
2022-03-21,Montgomery,100,92,184,NA,NA
2023-05-17,Monroe,NA,NA,NA,NA,17
2021-01-18,Pike,73,3,NA,NA,NA
2021-02-22,Washington,400,372,NA,NA,NA
2021-01-16,Allegheny,1541,211,NA,NA,NA
2022-04-01,Lehigh,85,92,159,718,NA
2021-08-17,Butler,146,112,69,NA,NA
2021-06-13,Centre,27,75,NA,NA,NA
2022-12-28,Montgomery,27,32,NA,NA,840
2021-06-05,Columbia,125,331,NA,NA,NA
2022-02-21,Montgomery,203,185,234,NA,NA
2021-03-19,Lycoming,498,122,NA,NA,NA
2021-09-22,Cameron,4,5,NA,NA,NA
2023-06-02,Potter,NA,NA,NA,NA,1
2022-04-20,Lebanon,18,22,26,156,NA
2021-12-20,Snyder,33,13,81,NA,NA
2023-05-28,Indiana,NA,NA,NA,NA,1
2021-03-22,York,1523,1004,NA,NA,NA
2023-06-09,Monroe,NA,NA,NA,NA,4
2023-03-11,Montgomery,5,3,NA,NA,64
2021-04-13,Potter,25,35,NA,NA,NA
2021-04-29,Berks,1676,2510,NA,NA,NA
2021-06-19,Luzerne,177,315,NA,NA,NA
2021-05-11,Snyder,35,89,NA,NA,NA
2023-02-17,Montgomery,25,15,1,NA,210
2021-03-11,Lawrence,235,1572,NA,NA,NA
2022-07-16,Monroe,40,11,5,29,NA
2021-06-11,Montgomery,695,2591,NA,NA,NA
2021-04-26,Lehigh,1727,1656,NA,NA,NA
2022-12-29,Allegheny,53,43,NA,NA,897
2021-04-18,Luzerne,175,453,NA,NA,NA
2023-06-08,Warren,NA,NA,NA,NA,1
2021-08-18,Berks,491,415,82,NA,NA
2022-11-11,Luzerne,10,9,NA,NA,484
2021-07-20,Centre,76,72,NA,NA,NA
2022-01-09,Erie,116,62,208,NA,NA
2023-02-16,Berks,9,8,NA,NA,60
2022-12-22,Berks,16,5,NA,NA,180
2022-10-16,Dauphin,5,5,NA,NA,158
2023-05-30,Somerset,NA,NA,NA,NA,2
2022-02-11,Northampton,102,142,219,NA,NA
2023-01-21,Lackawanna,1,NA,NA,NA,40
2021-02-06,Lehigh,565,553,NA,NA,NA
2021-10-31,Washington,57,35,165,NA,NA
2021-11-18,Warren,68,42,410,NA,NA
2022-03-14,Franklin,23,20,30,NA,NA
2022-07-24,York,10,6,14,32,NA
2021-12-14,Cumberland,432,355,883,NA,NA
2022-12-16,Monroe,2,2,NA,NA,102
2021-08-05,Cumberland,256,445,NA,NA,NA
2022-10-15,Columbia,NA,1,NA,NA,75
2021-04-09,Delaware,3021,3668,NA,NA,NA
2022-11-19,Delaware,15,9,NA,NA,525
2022-05-22,Butler,10,9,17,34,NA
2023-06-11,Lancaster,NA,NA,NA,NA,6
2022-09-16,Washington,14,12,2,NA,410
2022-04-13,Delaware,128,160,191,635,NA
2023-05-31,Clarion,NA,NA,NA,NA,1
2023-06-11,Erie,NA,NA,NA,NA,4
2021-05-26,Pike,88,369,NA,NA,NA
2022-08-22,Philadelphia,315,271,158,159,NA
2021-10-23,Clarion,11,8,38,NA,NA
2022-02-15,Centre,37,41,46,NA,NA
2021-05-12,Bedford,22,290,NA,NA,NA
2022-12-02,Berks,19,5,NA,NA,409
2022-05-04,Washington,29,36,47,173,NA
2022-09-30,Mercer,5,2,1,NA,345
2022-11-18,Delaware,63,45,NA,NA,1030
2023-02-17,Berks,11,5,NA,NA,79
2021-04-03,Delaware,2378,2670,NA,NA,NA
2021-02-05,Cambria,405,279,NA,NA,NA
2021-01-28,Cambria,683,230,NA,NA,NA
2022-12-07,Dauphin,10,2,NA,NA,227
2021-10-03,Susquehanna,5,4,1,NA,NA
2023-05-25,Montour,NA,NA,NA,NA,2
2023-05-16,Lycoming,NA,NA,NA,NA,7
2023-05-31,Snyder,NA,NA,NA,NA,2
2022-10-06,Montgomery,91,123,15,NA,2268
2022-09-06,Somerset,3,3,1,NA,5
2021-06-15,Lycoming,98,323,NA,NA,NA
2022-09-05,Lackawanna,NA,1,NA,NA,19
2022-10-06,Northumberland,2,2,NA,NA,152
2022-10-17,Centre,5,5,NA,NA,375
2021-11-09,Berks,381,171,1424,NA,NA
2021-05-14,Somerset,131,313,NA,NA,NA
2021-02-02,Somerset,116,20,NA,NA,NA
2021-01-06,Northumberland,284,46,NA,NA,NA
2022-04-02,Cambria,6,11,12,47,NA
2022-07-13,Lehigh,52,38,52,141,NA
2022-06-06,Snyder,2,1,6,24,NA
2022-08-29,McKean,6,2,4,17,NA
2022-04-21,Cambria,13,12,21,85,NA
2023-01-07,Fayette,NA,NA,NA,NA,26
2023-01-10,Chester,26,24,NA,NA,395
2021-04-10,Franklin,309,668,NA,NA,NA
2022-04-01,Wayne,9,16,17,63,NA
2022-11-15,Cumberland,18,14,NA,NA,392
2021-11-11,Carbon,53,20,164,NA,NA
2021-05-23,Cumberland,217,154,NA,NA,NA
2021-11-17,Bucks,1101,246,2386,NA,NA
2020-12-29,Montour,220,NA,NA,NA,NA
2021-08-23,Westmoreland,234,260,124,NA,NA
2021-08-16,Chester,330,398,107,NA,NA
2021-02-12,Philadelphia,5115,3092,NA,NA,NA
2021-12-30,Sullivan,2,NA,7,NA,NA
2021-04-13,Monroe,1006,430,NA,NA,NA
2021-02-11,Fayette,652,121,NA,NA,NA
2021-02-17,Indiana,321,271,NA,NA,NA
2022-07-08,Westmoreland,39,20,36,100,NA
2022-12-31,Delaware,3,NA,NA,NA,148
2021-03-05,Carbon,204,180,NA,NA,NA
2022-10-02,Wayne,NA,NA,NA,NA,23
2021-03-22,Crawford,33,680,NA,NA,NA
2022-04-15,York,42,59,108,357,NA
2023-06-02,McKean,NA,NA,NA,NA,5
2022-11-29,Lackawanna,10,14,NA,NA,189
2021-12-26,Crawford,19,21,32,NA,NA
2021-01-22,Union,146,16,NA,NA,NA
2023-06-03,Berks,NA,NA,NA,NA,10
2022-03-31,Perry,1,4,10,46,NA
2021-02-02,Franklin,396,132,NA,NA,NA
2022-10-01,Chester,23,19,3,NA,1086
2023-06-07,Perry,NA,NA,NA,NA,1
2023-06-08,Jefferson,NA,NA,NA,NA,1
2021-05-25,Tioga,97,147,NA,NA,NA
2021-10-25,Somerset,47,41,217,NA,NA
2021-03-07,McKean,378,NA,NA,NA,NA
2021-01-28,Dauphin,632,270,NA,NA,NA
2021-03-18,Bucks,4993,2687,NA,NA,NA
2021-05-06,Beaver,287,591,NA,NA,NA
2021-03-01,Cambria,164,256,NA,NA,NA
2023-03-02,Berks,12,5,NA,NA,63
2021-08-15,Lancaster,159,119,32,NA,NA
2022-05-10,Mercer,3,14,9,43,NA
2022-09-22,Allegheny,135,141,36,NA,3578
2023-06-06,Adams,NA,NA,NA,NA,13
2021-01-10,Armstrong,13,18,NA,NA,NA
2022-02-12,Washington,52,78,56,NA,NA
2023-01-02,Philadelphia,87,59,88,NA,259
2021-06-24,Crawford,52,49,NA,NA,NA
2021-11-26,Lebanon,119,90,241,NA,NA
2021-08-25,Delaware,444,486,134,NA,NA
2021-03-21,Lackawanna,363,91,NA,NA,NA
2022-01-18,Blair,65,74,75,NA,NA
2022-07-01,Luzerne,30,16,26,62,NA
2022-03-22,Montgomery,90,92,122,NA,NA
2022-12-15,Erie,7,10,NA,NA,220
2022-05-18,Perry,3,9,6,33,NA
2021-05-15,York,737,1464,NA,NA,NA
2021-01-25,Greene,112,14,NA,NA,NA
2022-06-06,Lehigh,62,54,112,316,NA
2021-10-24,Somerset,20,12,55,NA,NA
2022-09-01,Juniata,NA,NA,2,NA,NA
2021-01-18,York,899,259,NA,NA,NA
2021-08-21,Luzerne,158,176,34,NA,NA
2021-12-18,Butler,116,46,268,NA,NA
2021-09-07,Jefferson,20,27,5,NA,NA
2021-09-02,Bucks,378,504,138,NA,NA
2021-05-28,Chester,808,1710,NA,NA,NA
2021-02-01,Chester,750,347,NA,NA,NA
2022-02-01,Philadelphia,1317,1529,1538,1,NA
2022-09-01,Pike,2,5,6,4,NA
2022-02-19,Fayette,14,27,24,NA,NA
2022-11-04,Montgomery,69,73,NA,NA,2961
2022-04-05,Juniata,3,1,6,23,NA
2022-11-29,Butler,9,6,NA,NA,112
2022-11-18,Tioga,NA,NA,NA,NA,76
2023-05-30,Centre,NA,NA,NA,NA,25
2021-05-29,Allegheny,941,1402,NA,NA,NA
2021-08-23,Dauphin,253,230,47,NA,NA
2021-01-22,Jefferson,256,3,NA,NA,NA
2022-06-06,Northampton,20,25,36,176,NA
2021-03-19,Dauphin,2070,1165,NA,NA,NA
2021-05-15,Adams,144,300,NA,NA,NA
2023-03-23,Schuylkill,4,NA,NA,NA,10
2023-05-31,Butler,NA,NA,NA,NA,13
2022-10-02,Berks,2,1,1,NA,224
2022-10-14,Somerset,6,8,NA,NA,142
2021-12-18,Lehigh,284,165,708,NA,NA
2022-03-25,York,68,49,127,NA,NA
2023-03-13,Montgomery,9,13,NA,NA,123
2021-12-04,Adams,62,65,198,NA,NA
2021-03-21,Northumberland,21,34,NA,NA,NA
2021-04-22,Mifflin,147,172,NA,NA,NA
2022-08-19,Cumberland,59,34,26,38,NA
2022-12-11,Chester,3,1,NA,NA,319
2022-03-24,Lawrence,7,3,17,NA,NA
2022-09-23,Somerset,14,5,NA,NA,146
2022-09-26,Union,3,1,NA,NA,76
2021-09-18,Butler,48,74,9,NA,NA
2022-04-01,Perry,3,15,17,56,NA
2022-05-31,Monroe,16,23,44,143,NA
2022-01-14,Clarion,29,9,47,NA,NA
2023-06-08,Schuylkill,1,NA,NA,NA,8
2022-07-12,Somerset,8,8,9,19,NA
2021-10-28,Somerset,68,27,325,NA,NA
2023-04-13,Berks,5,6,NA,NA,32
2021-03-11,Warren,223,278,NA,NA,NA
2021-11-02,Northumberland,59,33,296,NA,NA
2021-08-07,Monroe,154,68,NA,NA,NA
2023-06-05,Venango,NA,NA,NA,NA,1
2023-05-30,Mifflin,NA,NA,NA,NA,2
2021-02-18,Lackawanna,237,713,NA,NA,NA
2022-12-27,Wayne,1,1,NA,NA,30
2021-11-23,Wayne,82,28,252,NA,NA
2023-05-02,Clearfield,NA,NA,NA,NA,3
2022-10-12,Fulton,1,NA,NA,NA,5
2021-04-21,Lawrence,228,283,NA,NA,NA
2021-06-08,Westmoreland,242,806,NA,NA,NA
2023-05-17,Chester,NA,NA,NA,NA,36
2022-04-22,Beaver,14,36,33,237,NA
2023-06-11,Northampton,NA,NA,NA,NA,6
2022-10-03,Union,2,9,NA,NA,112
2022-04-14,Adams,17,24,40,277,NA
